"","rec","Part","Task","RT","Acc","Cond"
"1072",1072,5,"Posner","1.7663999999761",1,"valid"
"1073",1073,5,"Posner","1.33329999995226",1,"valid"
"1074",1074,5,"Posner","1.36639999997624",1,"neutral"
"1075",1075,5,"Posner","1.20000000000005",1,"valid"
"1076",1076,5,"Posner","1.76360000002364",1,"neutral"
"1077",1077,5,"Posner","1.49969999998825",1,"valid"
"1078",1078,5,"Posner","1.03339999997615",1,"valid"
"1079",1079,5,"Posner","1.23249999999985",1,"invalid"
"1080",1080,5,"Posner","1.36650000000009",1,"invalid"
"1081",1081,6,"Stroop","7.0206",1,"0"
"1082",1082,6,"Stroop","2.7599",1,"0"
"1083",1083,6,"Stroop","2.1840",1,"0"
"1084",1084,6,"Stroop","0.7868",1,"0"
"1085",1085,6,"Stroop","2.2609",1,"0"
"1086",1086,6,"Stroop","1.6788",1,"1"
"1087",1087,6,"Stroop","2.0172",1,"1"
"1088",1088,6,"Stroop","1.6770",1,"0"
"1089",1089,6,"Stroop","0.7299",1,"0"
"1090",1090,6,"Stroop","1.5808",1,"0"
"1091",1091,6,"Stroop","1.2217",1,"1"
"1092",1092,6,"Stroop","1.1309",1,"1"
"1093",1093,6,"Stroop","1.5559",0,"0"
"1094",1094,6,"Stroop","1.3053",1,"0"
"1095",1095,6,"Stroop","0.5526",1,"0"
"1096",1096,6,"Stroop","1.1316",1,"0"
"1097",1097,6,"Stroop","2.4787",1,"0"
"1098",1098,6,"Stroop","1.4179",1,"0"
"1099",1099,6,"Stroop","2.6597",1,"0"
"1100",1100,6,"Stroop","1.1044",1,"0"
"1101",1101,6,"Stroop","0.7453",1,"0"
"1102",1102,6,"Stroop","1.2547",1,"0"
"1103",1103,6,"Stroop","1.8363",1,"1"
"1104",1104,6,"Stroop","1.1051",1,"1"
"1105",1105,6,"Stroop","2.2829",1,"0"
"1106",1106,6,"Stroop","1.2761",1,"0"
"1107",1107,6,"Stroop","0.6961",1,"0"
"1108",1108,6,"Stroop","0.5071",1,"0"
"1109",1109,6,"Stroop","0.5141",1,"1"
"1110",1110,6,"Stroop","0.9222",0,"0"
"1111",1111,6,"Stroop","1.2293",1,"0"
"1112",1112,6,"Stroop","0.5646",1,"1"
"1113",1113,6,"Stroop","3.8170",1,"0"
"1114",1114,6,"Stroop","1.5749",1,"1"
"1115",1115,6,"Stroop","1.8649",1,"0"
"1116",1116,6,"Stroop","1.8519",1,"1"
"1117",1117,6,"Stroop","0.6532",1,"0"
"1118",1118,6,"Stroop","0.6585",1,"1"
"1119",1119,6,"Stroop","0.9338",1,"1"
"1120",1120,6,"Stroop","0.6359",1,"0"
"1121",1121,6,"Stroop","1.4621",1,"0"
"1122",1122,6,"Stroop","0.7196",1,"0"
"1123",1123,6,"Stroop","1.5337",1,"0"
"1124",1124,6,"Stroop","1.2607",1,"0"
"1125",1125,6,"Stroop","0.5028",1,"0"
"1126",1126,6,"Stroop","1.4233",0,"0"
"1127",1127,6,"Stroop","1.3010",1,"0"
"1128",1128,6,"Stroop","4.4933",1,"0"
"1129",1129,6,"Stroop","1.2225",0,"0"
"1130",1130,6,"Stroop","0.5897",1,"0"
"1131",1131,6,"Stroop","1.1376",1,"0"
"1132",1132,6,"Stroop","1.5655",1,"0"
"1133",1133,6,"Stroop","1.3162",1,"0"
"1134",1134,6,"Stroop","0.4443",1,"0"
"1135",1135,6,"Stroop","1.4516",1,"1"
"1136",1136,6,"Stroop","0.4017",1,"0"
"1137",1137,6,"Stroop","1.1089",1,"0"
"1138",1138,6,"Stroop","0.5476",1,"1"
"1139",1139,6,"Stroop","2.5509",1,"1"
"1140",1140,6,"Stroop","0.4943",1,"0"
"1141",1141,6,"Stroop","1.5148",1,"0"
"1142",1142,6,"Stroop","1.0593",1,"1"
"1143",1143,6,"Stroop","0.9238",1,"0"
"1144",1144,6,"Stroop","1.5323",1,"0"
"1145",1145,6,"Stroop","1.9119",1,"1"
"1146",1146,6,"Stroop","0.9208",1,"0"
"1147",1147,6,"Stroop","1.0233",1,"1"
"1148",1148,6,"Stroop","1.2047",1,"0"
"1149",1149,6,"Stroop","1.3383",1,"0"
"1150",1150,6,"Stroop","0.9706",1,"1"
"1151",1151,6,"Stroop","1.1208",1,"0"
"1152",1152,6,"Stroop","1.4522",1,"0"
"1153",1153,6,"Stroop","2.2038",1,"0"
"1154",1154,6,"Stroop","1.2402",1,"0"
"1155",1155,6,"Stroop","1.3768",0,"0"
"1156",1156,6,"Stroop","0.6313",1,"0"
"1157",1157,6,"Stroop","0.7584",1,"1"
"1158",1158,6,"Stroop","1.3146",1,"0"
"1159",1159,6,"Stroop","1.6818",1,"0"
"1160",1160,6,"Stroop","1.2581",1,"0"
"1161",1161,6,"Stroop","1.1885",1,"0"
"1162",1162,6,"Stroop","0.9544",1,"0"
"1163",1163,6,"Stroop","0.5235",1,"1"
"1164",1164,6,"Stroop","0.9609",0,"0"
"1165",1165,6,"Stroop","1.1630",1,"0"
"1166",1166,6,"Stroop","0.8807",1,"0"
"1167",1167,6,"Stroop","1.0024",1,"0"
"1168",1168,6,"Stroop","1.1411",1,"0"
"1169",1169,6,"Stroop","0.4778",1,"0"
"1170",1170,6,"Stroop","0.4520",1,"1"
"1171",1171,6,"Stroop","0.9249",1,"1"
"1172",1172,6,"Stroop","0.8623",1,"0"
"1173",1173,6,"Stroop","0.4394",1,"1"
"1174",1174,6,"Stroop","1.4912",1,"0"
"1175",1175,6,"Stroop","1.0373",1,"0"
"1176",1176,6,"Stroop","1.0091",1,"0"
"1177",1177,6,"Posner","0.782299999999793",0,"valid"
"1178",1178,6,"Posner","0.799200000000212",0,"valid"
"1179",1179,6,"Posner","0.786299999999812",0,"invalid"
"1180",1180,6,"Posner","0.999900000000366",0,"neutral"
"1181",1181,6,"Posner","0.56879999999984",0,"neutral"
"1182",1182,6,"Posner","0.689299999999776",0,"valid"
"1183",1183,6,"Posner","0.769799999999805",0,"invalid"
"1184",1184,6,"Posner","0.802499999999952",0,"valid"
"1185",1185,6,"Posner","0.619200000000205",0,"neutral"
"1186",1186,6,"Posner","0.832900000000393",0,"valid"
"1187",1187,6,"Posner","0.703299999999786",0,"valid"
"1188",1188,6,"Posner","0.933500000000038",0,"valid"
"1189",1189,6,"Posner","0.685799999999801",0,"invalid"
"1190",1190,6,"Posner","0.83310000000057",0,"invalid"
"1191",1191,6,"Posner","0.736700000000212",0,"valid"
"1192",1192,6,"Posner","0.682000000000016",0,"neutral"
"1193",1193,6,"Posner","0.54849999999999",0,"invalid"
"1194",1194,6,"Posner","0.752999999999986",0,"valid"
"1195",1195,6,"Posner","0.617400000000373",0,"neutral"
"1196",1196,6,"Posner","0.551899999999421",0,"valid"
"1197",1197,6,"Posner","0.615499999999997",0,"valid"
"1198",1198,6,"Posner","0.588999999999999",0,"invalid"
"1199",1199,6,"Posner","0.552400000000375",0,"valid"
"1200",1200,6,"Posner","0.702899999999431",0,"neutral"
"1201",1201,6,"Posner","0.702099999999632",0,"valid"
"1202",1202,6,"Posner","0.472000000000037",0,"invalid"
"1203",1203,6,"Posner","0.533999999999992",0,"valid"
"1204",1204,6,"Posner","1.40800000000002",1,"invalid"
"1205",1205,6,"Posner","1.75240000000036",0,"valid"
"1206",1206,6,"Posner","0.80279999999982",0,"neutral"
"1207",1207,6,"Posner","0.47169999999926",0,"neutral"
"1208",1208,6,"Posner","1.02010000000053",0,"valid"
"1209",1209,6,"Posner","0.816200000000208",0,"neutral"
"1210",1210,6,"Posner","0.720099999999661",0,"valid"
"1211",1211,6,"Posner","0.430900000000349",0,"valid"
"1212",1212,6,"Posner","0.786300000000722",0,"valid"
"1213",1213,6,"Posner","0.414500000000032",0,"neutral"
"1214",1214,6,"Posner","1.21790000000033",0,"invalid"
"1215",1215,6,"Posner","0.519000000000005",0,"invalid"
"1216",1216,6,"Posner","0.451999999999998",0,"valid"
"1217",1217,6,"Posner","0.937099999999646",0,"neutral"
"1218",1218,6,"Posner","0.68200000000013",0,"neutral"
"1219",1219,6,"Posner","0.631999999999948",0,"invalid"
"1220",1220,6,"Posner","0.665299999999775",0,"valid"
"1221",1221,6,"Posner","0.572899999999436",0,"invalid"
"1222",1222,6,"Posner","0.602299999999786",0,"valid"
"1223",1223,6,"Posner","0.836500000000001",0,"valid"
"1224",1224,6,"Posner","0.732000000000085",0,"valid"
"1225",1225,6,"Posner","0.635900000000447",0,"valid"
"1226",1226,6,"Posner","0.53559999999959",0,"neutral"
"1227",1227,6,"Posner","0.498400000000402",0,"valid"
"1228",1228,6,"Posner","0.450100000000589",0,"invalid"
"1229",1229,6,"Posner","0.920700000000124",0,"valid"
"1230",1230,6,"Posner","0.602599999999597",0,"invalid"
"1231",1231,6,"Posner","0.736999999999966",0,"neutral"
"1232",1232,6,"Posner","0.782299999999736",0,"valid"
"1233",1233,6,"Posner","0.581400000000372",0,"invalid"
"1234",1234,6,"Posner","0.736200000000281",0,"valid"
"1235",1235,6,"Posner","0.468099999999595",0,"neutral"
"1236",1236,6,"Posner","0.732100000000514",0,"valid"
"1237",1237,6,"Posner","0.581799999999816",0,"neutral"
"1238",1238,6,"Posner","0.501899999999523",0,"invalid"
"1239",1239,6,"Posner","0.769199999999273",0,"valid"
"1240",1240,6,"Posner","0.715399999999363",0,"valid"
"1241",1241,6,"Posner","0.472099999999614",0,"neutral"
"1242",1242,6,"Posner","0.786200000000235",0,"valid"
"1243",1243,6,"Posner","0.404599999999618",0,"invalid"
"1244",1244,6,"Posner","0.435200000000236",0,"valid"
"1245",1245,6,"Posner","0.435200000000123",0,"valid"
"1246",1246,6,"Posner","0.598599999999578",0,"neutral"
"1247",1247,6,"Posner","0.919999999999959",0,"valid"
"1248",1248,6,"Posner","0.498400000000288",0,"invalid"
"1249",1249,6,"Posner","0.535299999999893",0,"neutral"
"1250",1250,6,"Posner","0.498300000000768",0,"neutral"
"1251",1251,6,"Posner","0.498400000000402",0,"valid"
"1252",1252,6,"Posner","0.501399999999421",0,"valid"
"1253",1253,6,"Posner","0.397799999999847",0,"valid"
"1254",1254,6,"Posner","0.434699999999225",0,"invalid"
"1255",1255,6,"Posner","0.431200000000104",0,"invalid"
"1256",1256,6,"Posner","0.468399999999406",0,"valid"
"1257",1257,6,"Posner","0.901100000000497",1,"valid"
"1258",1258,6,"Posner","0.518700000000194",1,"neutral"
"1259",1259,6,"Posner","0.702700000000164",1,"invalid"
"1260",1260,6,"Posner","0.850100000000566",1,"valid"
"1261",1261,6,"Posner","0.431500000000028",1,"valid"
"1262",1262,6,"Posner","0.518799999999828",1,"neutral"
"1263",1263,6,"Posner","0.485299999999825",1,"valid"
"1264",1264,6,"Posner","1.01640000000032",1,"invalid"
"1265",1265,6,"Posner","0.484599999999546",1,"invalid"
"1266",1266,6,"Posner","1.15009999999961",1,"valid"
"1267",1267,6,"Posner","0.585500000000025",1,"invalid"
"1268",1268,6,"Posner","0.401800000000776",1,"neutral"
"1269",1269,6,"Posner","0.564499999999953",1,"valid"
"1270",1270,6,"Posner","0.618999999999915",1,"valid"
"1271",1271,6,"Posner","0.818599999999606",1,"neutral"
"1272",1272,6,"Posner","0.973900000000412",1,"valid"
"1273",1273,6,"Posner","0.802900000000363",1,"valid"
"1274",1274,6,"Posner","0.732500000000073",1,"invalid"
"1275",1275,6,"Posner","0.772299999999746",1,"neutral"
"1276",1276,6,"Posner","0.351499999999987",1,"valid"
"1277",1277,6,"Posner","0.347499999999968",1,"valid"
"1278",1278,6,"Posner","1.07110000000057",1,"invalid"
"1279",1279,6,"Posner","0.668900000000349",1,"valid"
"1280",1280,6,"Posner","0.61529999999982",1,"neutral"
"1281",1281,6,"Posner","0.753000000000043",1,"valid"
"1282",1282,6,"Posner","0.952900000000341",1,"valid"
"1283",1283,6,"Posner","0.940399999999386",1,"neutral"
"1284",1284,6,"Posner","0.719099999999685",1,"invalid"
"1285",1285,6,"Posner","0.431200000000217",1,"valid"
"1286",1286,6,"Posner","0.635300000000711",1,"invalid"
"1287",1287,6,"Posner","0.43429999999978",1,"neutral"
"1288",1288,6,"Posner","0.318400000000338",1,"valid"
"1289",1289,6,"Posner","1.17420000000027",1,"valid"
"1290",1290,6,"Posner","0.749299999999835",1,"invalid"
"1291",1291,6,"Posner","0.585200000000214",1,"invalid"
"1292",1292,6,"Posner","0.451599999999644",1,"valid"
"1293",1293,6,"Posner","0.552299999999832",1,"neutral"
"1294",1294,6,"Posner","0.803499999999985",1,"valid"
"1295",1295,6,"Posner","0.53550000000007",1,"neutral"
"1296",1296,6,"Posner","0.786400000000299",1,"valid"
"1297",1297,7,"Stroop","1.3498",1,"0"
"1298",1298,7,"Stroop","2.0443",1,"0"
"1299",1299,7,"Stroop","1.7858",1,"0"
"1300",1300,7,"Stroop","2.4843",1,"1"
"1301",1301,7,"Stroop","1.8219",1,"1"
"1302",1302,7,"Stroop","2.3507",1,"0"
"1303",1303,7,"Stroop","2.1492",1,"0"
"1304",1304,7,"Stroop","2.4176",1,"0"
"1305",1305,7,"Stroop","2.2525",1,"0"
"1306",1306,7,"Stroop","1.7457",1,"0"
"1307",1307,7,"Stroop","2.3461",0,"0"
"1308",1308,7,"Stroop","1.5506",1,"0"
"1309",1309,7,"Stroop","1.3566",1,"1"
"1310",1310,7,"Stroop","1.7674",1,"0"
"1311",1311,7,"Stroop","1.0227",1,"1"
"1312",1312,7,"Stroop","1.4627",1,"0"
"1313",1313,7,"Stroop","1.6894",1,"0"
"1314",1314,7,"Stroop","1.6039",1,"0"
"1315",1315,7,"Stroop","1.8426",1,"0"
"1316",1316,7,"Stroop","2.3135",1,"0"
"1317",1317,7,"Stroop","1.9955",1,"1"
"1318",1318,7,"Stroop","1.6168",1,"0"
"1319",1319,7,"Stroop","1.5005",1,"1"
"1320",1320,7,"Stroop","1.5165",1,"0"
"1321",1321,7,"Stroop","1.4068",1,"0"
"1322",1322,7,"Stroop","1.4332",1,"1"
"1323",1323,7,"Stroop","2.4124",1,"0"
"1324",1324,7,"Stroop","1.6673",0,"0"
"1325",1325,7,"Stroop","1.7214",1,"0"
"1326",1326,7,"Stroop","1.5852",1,"1"
"1327",1327,7,"Stroop","1.6840",1,"0"
"1328",1328,7,"Stroop","1.4381",1,"0"
"1329",1329,7,"Stroop","3.1391",1,"0"
"1330",1330,7,"Stroop","1.9089",1,"0"
"1331",1331,7,"Stroop","1.3028",1,"1"
"1332",1332,7,"Stroop","1.8121",1,"0"
"1333",1333,7,"Stroop","0.7016",1,"1"
"1334",1334,7,"Stroop","1.3708",1,"0"
"1335",1335,7,"Stroop","1.1833",1,"0"
"1336",1336,7,"Stroop","1.1502",1,"0"
"1337",1337,7,"Stroop","0.7403",0,"0"
"1338",1338,7,"Stroop","1.7048",1,"1"
"1339",1339,7,"Stroop","1.2800",1,"0"
"1340",1340,7,"Stroop","1.3723",1,"0"
"1341",1341,7,"Stroop","1.9413",1,"0"
"1342",1342,7,"Stroop","2.1674",1,"0"
"1343",1343,7,"Stroop","1.7896",1,"0"
"1344",1344,7,"Stroop","1.4940",1,"1"
"1345",1345,7,"Stroop","1.6088",1,"1"
"1346",1346,7,"Stroop","2.4402",1,"0"
"1347",1347,7,"Stroop","1.3671",1,"1"
"1348",1348,7,"Stroop","1.5506",1,"0"
"1349",1349,7,"Stroop","1.5195",1,"1"
"1350",1350,7,"Stroop","1.3613",1,"0"
"1351",1351,7,"Stroop","2.0578",0,"0"
"1352",1352,7,"Stroop","0.9669",1,"0"
"1353",1353,7,"Stroop","1.5839",1,"0"
"1354",1354,7,"Stroop","2.0625",1,"0"
"1355",1355,7,"Stroop","1.8338",1,"0"
"1356",1356,7,"Stroop","1.5380",1,"0"
"1357",1357,7,"Stroop","1.7943",1,"0"
"1358",1358,7,"Stroop","1.3857",1,"0"
"1359",1359,7,"Stroop","1.3290",1,"0"
"1360",1360,7,"Stroop","1.1170",1,"1"
"1361",1361,7,"Stroop","2.3856",1,"0"
"1362",1362,7,"Stroop","1.2093",1,"1"
"1363",1363,7,"Stroop","0.9846",1,"0"
"1364",1364,7,"Stroop","6.1331",1,"0"
"1365",1365,7,"Stroop","0.9007",1,"0"
"1366",1366,7,"Stroop","1.6200",1,"0"
"1367",1367,7,"Stroop","1.6674",1,"0"
"1368",1368,7,"Stroop","1.1035",0,"0"
"1369",1369,7,"Stroop","1.3185",1,"1"
"1370",1370,7,"Stroop","1.1666",1,"0"
"1371",1371,7,"Stroop","1.2335",1,"0"
"1372",1372,7,"Stroop","1.2007",1,"1"
"1373",1373,7,"Stroop","1.4520",1,"1"
"1374",1374,7,"Stroop","1.8546",1,"0"
"1375",1375,7,"Stroop","1.2359",1,"0"
"1376",1376,7,"Stroop","0.9132",1,"0"
"1377",1377,7,"Stroop","1.2905",0,"0"
"1378",1378,7,"Stroop","1.3836",1,"0"
"1379",1379,7,"Stroop","1.3579",1,"0"
"1380",1380,7,"Stroop","1.1339",1,"0"
"1381",1381,7,"Stroop","2.1374",1,"0"
"1382",1382,7,"Stroop","1.5706",1,"1"
"1383",1383,7,"Stroop","2.9457",1,"1"
"1384",1384,7,"Stroop","1.5667",1,"0"
"1385",1385,7,"Stroop","1.5044",1,"0"
"1386",1386,7,"Stroop","1.1998",1,"1"
"1387",1387,7,"Stroop","1.2838",1,"1"
"1388",1388,7,"Stroop","1.5331",1,"0"
"1389",1389,7,"Stroop","1.1505",1,"0"
"1390",1390,7,"Stroop","1.2008",1,"0"
"1391",1391,7,"Stroop","1.4680",1,"0"
"1392",1392,7,"Stroop","2.3352",1,"0"
"1393",1393,7,"Posner","0.498600000023885",1,"valid"
"1394",1394,7,"Posner","0.616099999904634",1,"valid"
"1395",1395,7,"Posner","0.5166000000238",1,"valid"
"1396",1396,7,"Posner","0.366300000071533",1,"invalid"
"1397",1397,7,"Posner","0.549800000071514",1,"neutral"
"1398",1398,7,"Posner","0.516700000047706",1,"valid"
"1399",1399,7,"Posner","0.799899999976162",1,"invalid"
"1400",1400,7,"Posner","0.749800000071502",1,"neutral"
"1401",1401,7,"Posner","0.712900000095374",1,"valid"
"1402",1402,7,"Posner","0.783199999928513",1,"neutral"
"1403",1403,7,"Posner","0.583599999904663",1,"invalid"
"1404",1404,7,"Posner","0.399299999952291",1,"valid"
"1405",1405,7,"Posner","0.415899999976148",1,"valid"
"1406",1406,7,"Posner","0.316400000095371",1,"invalid"
"1407",1407,7,"Posner","0.483499999999992",1,"valid"
"1408",1408,7,"Posner","0.733000000000004",1,"neutral"
"1409",1409,7,"Posner","0.483299999952351",1,"valid"
"1410",1410,7,"Posner","0.866199999928483",1,"valid"
"1411",1411,7,"Posner","0.299700000047721",1,"valid"
"1412",1412,7,"Posner","0.69989999997614",1,"valid"
"1413",1413,7,"Posner","0.614799999952311",1,"invalid"
"1414",1414,7,"Posner","0.449799999952347",1,"neutral"
"1415",1415,7,"Posner","0.583399999976166",1,"invalid"
"1416",1416,7,"Posner","0.499899999976151",1,"neutral"
"1417",1417,7,"Posner","0.382699999928491",1,"valid"
"1418",1418,7,"Posner","0.382700000047691",1,"neutral"
"1419",1419,7,"Posner","0.483199999928445",1,"invalid"
"1420",1420,7,"Posner","0.366599999904679",1,"valid"
"1421",1421,7,"Posner","0.43330000007154",1,"invalid"
"1422",1422,7,"Posner","0.616300000071533",1,"valid"
"1423",1423,7,"Posner","0.650100000023826",1,"neutral"
"1424",1424,7,"Posner","0.333399999976166",1,"valid"
"1425",1425,7,"Posner","0.299299999952325",1,"neutral"
"1426",1426,7,"Posner","0.582299999952284",1,"valid"
"1427",1427,7,"Posner","0.56669999992846",1,"neutral"
"1428",1428,7,"Posner","0.283000000000015",1,"valid"
"1429",1429,7,"Posner","0.699699999928498",1,"invalid"
"1430",1430,7,"Posner","0.366199999928483",1,"valid"
"1431",1431,7,"Posner","0.34889999997614",1,"invalid"
"1432",1432,7,"Posner","0.849499999999978",1,"valid"
"1433",1433,7,"Posner","0.382499999999993",1,"invalid"
"1434",1434,7,"Posner","0.582800000071529",1,"neutral"
"1435",1435,7,"Posner","0.383100000023887",1,"valid"
"1436",1436,7,"Posner","0.566200000047672",1,"invalid"
"1437",1437,7,"Posner","0.449700000047642",1,"neutral"
"1438",1438,7,"Posner","0.749200000047722",1,"valid"
"1439",1439,7,"Posner","0.266500000000008",1,"valid"
"1440",1440,7,"Posner","0.617000000000019",1,"valid"
"1441",1441,7,"Posner","0.565799999952333",1,"valid"
"1442",1442,7,"Posner","0.582699999928479",1,"valid"
"1443",1443,7,"Posner","0.317000000000007",1,"valid"
"1444",1444,7,"Posner","0.482899999976155",1,"neutral"
"1445",1445,7,"Posner","0.566899999976158",1,"invalid"
"1446",1446,7,"Posner","0.349600000023827",1,"invalid"
"1447",1447,7,"Posner","0.650000000000034",1,"valid"
"1448",1448,7,"Posner","0.649700000047687",1,"neutral"
"1449",1449,7,"Posner","0.566900000095359",1,"invalid"
"1450",1450,7,"Posner","0.366499999999974",1,"valid"
"1451",1451,7,"Posner","0.366200000047684",1,"invalid"
"1452",1452,7,"Posner","0.64939999997614",1,"valid"
"1453",1453,7,"Posner","0.583099999904618",1,"valid"
"1454",1454,7,"Posner","1.03300000000002",1,"neutral"
"1455",1455,7,"Posner","0.51600000000002",1,"valid"
"1456",1456,7,"Posner","0.61650000000003",1,"neutral"
"1457",1457,7,"Posner","0.349499999999978",1,"invalid"
"1458",1458,7,"Posner","0.849700000047733",1,"invalid"
"1459",1459,7,"Posner","0.532800000071518",1,"neutral"
"1460",1460,7,"Posner","0.283299999952362",1,"valid"
"1461",1461,7,"Posner","0.216099999904657",0,"valid"
"1462",1462,7,"Posner","0.516399999976159",1,"valid"
"1463",1463,7,"Posner","0.416600000023891",1,"valid"
"1464",1464,7,"Posner","0.669799999952318",1,"neutral"
"1465",1465,7,"Posner","0.933100000023842",1,"invalid"
"1466",1466,7,"Posner","0.565799999952276",1,"valid"
"1467",1467,7,"Posner","0.516200000047718",1,"neutral"
"1468",1468,7,"Posner","0.463699999928451",1,"valid"
"1469",1469,7,"Posner","0.482800000071506",1,"valid"
"1470",1470,7,"Posner","0.416399999976193",1,"neutral"
"1471",1471,7,"Posner","0.383000000000038",1,"valid"
"1472",1472,7,"Posner","0.599299999952336",1,"invalid"
"1473",1473,7,"Posner","0.665499999999952",1,"valid"
"1474",1474,7,"Posner","0.233000000000061",1,"valid"
"1475",1475,7,"Posner","0.283400000095298",1,"valid"
"1476",1476,7,"Posner","0.416200000047752",1,"neutral"
"1477",1477,7,"Posner","0.566199999928472",1,"invalid"
"1478",1478,7,"Posner","0.400000000000091",1,"neutral"
"1479",1479,7,"Posner","0.783000000000015",1,"invalid"
"1480",1480,7,"Posner","0.432399999976155",1,"valid"
"1481",1481,7,"Posner","0.398799999952303",1,"invalid"
"1482",1482,7,"Posner","0.649499999999989",1,"neutral"
"1483",1483,7,"Posner","0.746099999904686",1,"invalid"
"1484",1484,7,"Posner","0.316599999904611",1,"valid"
"1485",1485,7,"Posner","0.529600000023947",1,"valid"
"1486",1486,7,"Posner","0.449499999999944",1,"neutral"
"1487",1487,7,"Posner","0.465399999976057",1,"valid"
"1488",1488,7,"Posner","0.367100000023811",1,"valid"
"1489",1489,7,"Posner","0.598100000023805",1,"invalid"
"1490",1490,7,"Posner","0.465700000047605",1,"neutral"
"1491",1491,7,"Posner","0.582799999952272",1,"valid"
"1492",1492,7,"Posner","0.29979999995237",1,"valid"
"1493",1493,7,"Posner","0.716899999976135",1,"invalid"
"1494",1494,7,"Posner","0.662799999952313",1,"valid"
"1495",1495,7,"Posner","0.316700000047717",1,"valid"
"1496",1496,7,"Posner","0.362700000047653",1,"neutral"
"1497",1497,7,"Posner","0.599200000047631",1,"valid"
"1498",1498,7,"Posner","0.416499999999928",1,"neutral"
"1499",1499,7,"Posner","0.399499999999989",1,"invalid"
"1500",1500,7,"Posner","0.416500000000042",1,"invalid"
"1501",1501,7,"Posner","0.482600000023922",1,"neutral"
"1502",1502,7,"Posner","0.533000000000015",1,"valid"
"1503",1503,7,"Posner","0.91599999999994",1,"valid"
"1504",1504,7,"Posner","0.383100000023887",1,"valid"
"1505",1505,7,"Posner","0.466300000071442",1,"valid"
"1506",1506,7,"Posner","0.299699999928521",1,"valid"
"1507",1507,7,"Posner","0.282700000047726",1,"valid"
"1508",1508,7,"Posner","0.532800000071575",1,"neutral"
"1509",1509,7,"Posner","0.783399999976155",1,"valid"
"1510",1510,7,"Posner","0.332399999976133",1,"invalid"
"1511",1511,7,"Posner",NA,1,"neutral"
"1512",1512,7,"Posner","0.583499999999958",1,"invalid"
"1513",1513,8,"Stroop","1.9865",1,"0"
"1514",1514,8,"Stroop","2.8985",1,"1"
"1515",1515,8,"Stroop","1.8341",1,"0"
"1516",1516,8,"Stroop","1.5467",1,"0"
"1517",1517,8,"Stroop","1.2222",0,"0"
"1518",1518,8,"Stroop","1.6413",1,"1"
"1519",1519,8,"Stroop","1.3927",1,"0"
"1520",1520,8,"Stroop","1.8485",1,"0"
"1521",1521,8,"Stroop","1.9646",1,"1"
"1522",1522,8,"Stroop","2.1949",1,"0"
"1523",1523,8,"Stroop","0.9634",1,"0"
"1524",1524,8,"Stroop","1.0850",1,"0"
"1525",1525,8,"Stroop","1.0559",1,"1"
"1526",1526,8,"Stroop","1.1641",1,"0"
"1527",1527,8,"Stroop","2.1289",0,"0"
"1528",1528,8,"Stroop","2.9329",1,"0"
"1529",1529,8,"Stroop","0.9487",1,"0"
"1530",1530,8,"Stroop","1.1519",1,"0"
"1531",1531,8,"Stroop","1.0349",1,"0"
"1532",1532,8,"Stroop","1.0999",1,"0"
"1533",1533,8,"Stroop","1.7515",0,"0"
"1534",1534,8,"Stroop","2.0607",1,"0"
"1535",1535,8,"Stroop","1.3282",1,"0"
"1536",1536,8,"Stroop","1.2465",0,"0"
"1537",1537,8,"Stroop","1.6801",1,"1"
"1538",1538,8,"Stroop","1.1297",1,"0"
"1539",1539,8,"Stroop","1.4258",1,"0"
"1540",1540,8,"Stroop","1.1358",1,"1"
"1541",1541,8,"Stroop","0.6599",1,"0"
"1542",1542,8,"Stroop","1.0727",1,"1"
"1543",1543,8,"Stroop","0.5967",1,"0"
"1544",1544,8,"Stroop","0.8192",1,"1"
"1545",1545,8,"Stroop","1.5536",1,"0"
"1546",1546,8,"Stroop","1.0942",1,"0"
"1547",1547,8,"Stroop","2.1218",1,"0"
"1548",1548,8,"Stroop","1.1622",0,"0"
"1549",1549,8,"Stroop","1.3461",1,"0"
"1550",1550,8,"Stroop","1.1467",1,"0"
"1551",1551,8,"Stroop","0.9889",1,"0"
"1552",1552,8,"Stroop","1.9385",1,"0"
"1553",1553,8,"Stroop","1.1351",1,"0"
"1554",1554,8,"Stroop","0.8299",1,"1"
"1555",1555,8,"Stroop","1.5464",1,"1"
"1556",1556,8,"Stroop","1.2479",1,"0"
"1557",1557,8,"Stroop","1.4632",1,"0"
"1558",1558,8,"Stroop","2.0669",1,"1"
"1559",1559,8,"Stroop","0.7646",1,"0"
"1560",1560,8,"Stroop","0.8958",1,"1"
"1561",1561,8,"Stroop","1.1529",1,"1"
"1562",1562,8,"Stroop","0.9319",1,"0"
"1563",1563,8,"Stroop","1.3775",1,"0"
"1564",1564,8,"Stroop","1.7206",1,"0"
"1565",1565,8,"Stroop","1.0311",1,"0"
"1566",1566,8,"Stroop","1.3239",1,"0"
"1567",1567,8,"Stroop","0.8001",1,"1"
"1568",1568,8,"Stroop","1.0841",1,"0"
"1569",1569,8,"Stroop","0.8435",1,"0"
"1570",1570,8,"Stroop","1.0315",1,"0"
"1571",1571,8,"Stroop","0.8989",0,"0"
"1572",1572,8,"Stroop","2.0012",1,"0"
"1573",1573,8,"Stroop","1.1002",1,"0"
"1574",1574,8,"Stroop","2.6622",1,"1"
"1575",1575,8,"Stroop","0.7010",1,"0"
